#DESCRIPTION: RePEc-ShortID properties for wikidata from en.wikipedia via dbpedia
#CREATOR: ZBW - Leibniz Information Centre for Economics
#CONTACT: j.neuberti@zbw.eu
#HOMEPAGE: http://zbw.eu
#TIMESTAMP: 2016-12-22
#PREFIX: http://www.wikidata.org/entity/
#ANNOTATION: RePEC author name
#TARGET: https://authors.repec.org/pro/
#WDTARGETPROPERTY: P2428

Q353915|David D. Friedman|pfr16
Q4977814|Bruce L. Benson|pbe162
Q4756336|Andrew Bernard|pbe478
Q338151|Robert J. Shiller|psh69
Q726265|Elhanan Helpman|phe205
Q233051|Eric Maskin|pma498
Q1387534|Alberto Alesina|pal207
Q7494917|Sheridan Titman|pti51
Q381692|Michael Woodford|pwo3
Q1351327|Eric Hanushek|pha97
Q6308423|Julie Nelson|pne19
Q1326679|Guillermo Calvo|pca694
Q8017007|William Poole|ppo114
Q718970|Nikolay Nenovsky|pne40
Q7286346|Rajnish Mehra|pme56
Q2150468|Richard Roll|pro507
Q591240|Lars E. O. Svensson|psv2
Q524584|Mark Gertler|pge11
Q1681134|James H. Stock|pst148
Q232949|Roger Myerson|pmy13
Q1282538|James M. Poterba|ppo19
Q5237978|David Neumark|pne16
Q6273289|Jonathan Gruber|pgr20
Q7077617|Oded Galor|pga46
Q5079137|Charles Horioka|pho41
Q7322676|Ricardo J. Caballero|pca44
Q6396461|Kevin Hassett|pha378
Q921499|Joshua Angrist|pan29
Q1700375|John Hardman Moore|pmo265
Q1553680|Guido Tabellini|pta37
Q100749|Clemens Fuest|pfu13
Q1388364|Jordi Galí|pga43
Q7174135|Peter G. Klein|pkl1
Q591572|Martin Weitzman|pwe175
Q6390286|Kenneth Judd|pju19
Q7151652|Paul Joskow|pjo110
Q6132123|James D. Hamilton|pha60
Q5079936|Charles L. Evans|pev23
Q4317499|Marc Nerlove|pne74
Q6104803|J. Barkley Rosser, Jr.|pro7
Q15126426|David Hirshleifer|phi20
Q1162467|Daniel S. Hamermesh|pha78
Q103749|Ekkehart Schlicht|psc40
Q434509|Esther Duflo|pdu166
Q1685764|Jean Pisani-Ferry|ppi40
Q6491680|Lars Osberg|pos2
Q316031|Torsten Persson|ppe28
Q1714242|Justin Wolfers|pwo9
Q28542|Alvin Eliot Roth|pro40
Q4798155|Arthur C. Brooks|pbr387
Q106185|Claudia Kemfert|pke85
Q7291543|Randall G. Holcombe|pho90
Q6256424|John S. Wilson|pwi161
Q15126316|David Colander|pco85
Q12318941|Jakob Brochner Madsen|pma412
Q6097227|Ivan Png|ppn1
Q6770253|Mark Watson|pwa582
Q7176564|Peter Reinhard Hansen|pha63
Q3436296|Robert Shimer|psh9
Q6176176|Jeffrey Miron|pmi250
Q7702146|Teresa Ghilarducci|pgh103
Q5438975|Faye Duchin|pdu63
Q124316|Beatrice Weder di Mauro|pwe114
Q4661990|Aaron Edlin|ped12
Q1176380|David Romer|pro406
Q7328480|Richard Portes|ppo132
Q5237987|David Newbery|pne15
Q6817709|Menzie Chinn|pch129
Q15126424|Thomas Hazlett|pha495
Q1461050|Simon Johnson|pjo44
Q17388680|Kevin W.S. Roberts|pro259
Q5346638|Edwin M. Truman|ptr182
Q2869002|Athanasios Orphanides|por35
Q1809214|Lawrence F. Katz|pka266
Q7902129|Ussif Rashid Sumaila|psu49
Q6503773|Lawrence A. Boland|pbo179
Q980007|Marc Melitz|pme260
Q2593193|Peter Leeson|ple206
Q984436|Emmanuel Saez|psa117
Q984448|Thomas Piketty|ppi17
Q7692700|Teck-Hua Ho|pho151
Q1927119|Michael C. Burda|pbu123
Q1968723|Jacques H. Drèze|pdr61
Q1885953|Maitreesh Ghatak|pgh108
Q7418436|Sanjay Jain|pja226
Q2107735|Pranab Bardhan|pba284
Q6832266|Michael Lipton|pli265
Q1033198|Jesse Shapiro|psh70
Q7608840|Stephen C. Smith|psm5
Q7050119|Nora Lustig|plu143
Q4685258|Adrian Pagan|ppa222
Q5233723|David Foot|pfo82
Q6309517|Julio Rotemberg|pro30
Q1974898|Neil Wallace|pwa33
Q258523|Bennett McCallum|pmc4
Q1156302|Iván Werning|pwe141
Q5535876|George-Marios Angeletos|pan143
Q1156241|Xavier Gabaix|pga174
Q6106779|J. Peter Neary|pne11
Q7616911|Stijn Claessens|pcl16
Q6771429|Markus Brunnermeier|pbr31
Q3840268|Luigi Zingales|pzi101
Q7418491|Sanjaya Lall|pla170
Q115029|Kai A. Konrad|pko51
Q2130619|Randall Wright|pwr2
Q5109693|Christian Hellwig|phe110
Q7610032|Stephen Morris|pmo9
Q6261776|John Van Reenen|pva45
Q4398693|Michael Rothschild|pro48
Q1153274|Raj Chetty|pch161
Q2939631|Carmen Reinhart|pre33
Q3106497|Gilles Saint-Paul|psa60
Q7932026|Vincent Reinhart|pre75
Q101604|Axel Ockenfels|poc7
Q85749|Simon Gächter|pga108
Q103884|Christoph M. Schmidt|psc165
Q100519|Wolfgang Franz|pfr231
Q5508587|Fumio Hayashi|pha83
Q5654014|Harald Uhlig|puh1
Q775348|Michele Boldrin|pbo31
Q213286|Basil Moore|pmo565
Q5709415|Tore Ellingsen|pel76
Q105347|Marcel Fratzscher|pfr34
Q7174757|Peter Howitt|pho22
Q15126313|John H. Cochrane|pco57
Q181148|Ehud Kalai|pka141
Q497318|Andreas Freytag|pfr106
Q1502988|Geoff Harcourt|pha860
Q5345486|Edward Stringham|pst275
Q6293997|José Scheinkman|psc26
Q15126825|Martin Ravallion|pra29
Q4667454|Abhiroop Mukhopadhyay|pmu75
Q573727|Anthony Thirlwall|pth51
Q6504187|Lawrence J. Christiano|pch45
Q7635067|Sugata Marjit|pma1118
Q100308|Joachim Weimann|pwe142
Q4710792|Albert Marcet|pma173
Q6547759|Liliana Rojas-Suarez|pro527
Q7839417|Trevor S. Breusch|pbr130
Q7285936|Rajeev Dehejia|pde179
Q723414|Dean Karlan|pka56
Q4765230|Anindya Sen|pse208
Q4746920|Amitava Bose|pbo692
Q7350145|Robert Sugden|psu169
Q1685136|Jean-Paul Fitoussi|pfi93
Q119535|Roman Inderst|pin77
Q67357|Armin Falk|pfa48
Q1258707|Drew Fudenberg|pfu49
Q556521|Pol Antràs|pan181
Q16214794|Joan Costa-i-Font|pco20
Q5340661|Eduardo Levy Yeyati|ple99
Q7319846|Rezaul Kabir|pka770
Q7494266|Shenggen Fan|pfa13
Q7877869|Ugo Pagano|ppa58
Q4773751|Anthony Yezer|pye60
Q1189225|Dennis Snower|psn9
Q1247027|Robert J. Hodrick|pho115
Q7343277|Robert D. Atkinson|pat49
Q3159464|Jacques Mairesse|pma712
Q5538095|George Constantinides|pco144
Q7279297|Rachel Kranton|pkr176
Q1397008|Whitney K. Newey|pne241
Q5041664|Carlos A. Vegh|pve34
Q1422313|Ross Levine|ple61
Q1658913|Søren Johansen|pjo35
Q3439052|Roger Guesnerie|pgu36
Q3845370|Marc Lavoie|pla338
Q1572346|Victoria Chick|pch1025
Q6285791|Joseph Newhouse|pne27
Q5079865|Charles Kolstad|pko133
Q7131116|Panicos O. Demetriades|pde5
Q15127513|Mariana Mazzucato|pma141
Q6205321|Joan Muysken|pmu106
Q5563658|Giovanni Andrea Cornia|pco237
Q7364875|Ronald G. Ehrenberg|peh2
Q4088039|Francine D. Blau|pbl16
Q7134556|Parag A. Pathak|ppa503
Q4428814|Konstantin Sonin|pso47
Q6390017|Kenneth D. West|pwe16
Q7150872|Paul Gertler|pge194
Q2894384|Victor Fuchs|pfu157
Q5344460|Edward Miguel|pmi499
Q5028080|Campbell Harvey|pha102
Q7326181|Richard H. Steckel|pst352
Q3894184|Paolo Leon|ple490
Q7359748|Rohini Pande|ppa900
Q7791081|Thomas J. Herzfeld|pma131
Q5342700|Edward E. Leamer|ple440
Q5951222|Huw Dixon|pdi12
Q1927167|Michael Clemens|pcl20
Q3944930|Xavier Vives|pvi149
Q91977|Claudia-Maria Buch|pbu78
Q105343|Ulrike Malmendier|pma1397
Q7636932|Suman Ghosh|pgh46
Q16209302|Kevin Dowd|pdo21
Q7183832|Philip J. Reny|pre196
Q7802929|Tilman Brück|pbr19
Q1682653|Janet Currie|pcu13
Q16731784|W. Bentley MacLeod|pma156
Q7877870|Ugo Panizza|ppa92
Q5314395|Duncan Ironmonger|pir16
Q5314416|Duncan K. Foley|pfo220
Q4707196|Alan M. Taylor|pta46
Q6272889|Jonathan D. Ostry|pos23
Q5539860|George Grantham|pgr205
Q15043327|Andrea Prat|ppr174
Q16210448|Charles Engel|pen14
Q15126434|Kevin Hoover|pho156
Q823840|Bernd Lucke|plu12
Q14949426|Martin Eichenbaum|pei4
Q15126899|Lawrence Haddad|pha225
Q13647869|Emmanuel Farhi|pfa207
Q1252026|Douglas Bernheim|pbe81
Q15127484|Uri Gneezy|pgn18
Q15127569|Woo Wing Thye|pwo41
Q15126459|Nat Keohane|pke48
Q15126663|Tayfun Sonmez|psi57
Q15127204|Teun Kloek|pkl74
Q7001311|Nicola Acocella|pac46
Q15126683|Mark Thoma|pth228
Q1311342|Yacine Ait-Sahalia|pai23
Q2130613|L. Randall Wray|pwr20
Q15126907|Rajneesh Narula|pna30
Q16193358|Sergio Rebelo|pre4
Q12073203|Igor Yegorov|pye77
Q15995408|Vladimir Leonidovich Popov|ppo130
Q16154778|Michael Keane|pke18
Q15621822|Michael Kumhof|pku60
Q15999920|Mthuli Ncube|pnc2
Q6806379|Reuben Gronau|pgr333
Q2960470|Charles Wyplosz|pwy2
Q16186478|Apostolos Serletis|pse31
Q6108175|Ricardo Ffrench-Davis|pff6
Q16147195|Jean-Louis Arcand|par189
Q16205982|Robin Burgess|pbu12
Q19861862|Brigitte Granville|pgr152
Q108527|Helmut Lütkepohl|plt2
Q16193936|Jeffrey Wooldridge|pwo39
Q16442066|Sabina Alkire|pal199
Q16741004|Matthew Gentzkow|pge43
Q16730042|Guido Imbens|pim4
Q16729436|William Greene|pgr81
Q1805905|Marianne Bertrand|pbe697
Q16728037|Christoper Ragan|pra266
Q16844078|Arye L. Hillman|phi15
Q17180925|Stephanie Seguino|pse117
Q17306296|Ashoka Mody|pmo492
Q6206476|Timo Teräsvirta|pte1
Q17579896|Nicholas Bloom|pbl55
Q18164168|Oliver Linton|pli253
Q3144841|Hélène Rey|pre8
Q16990292|Pentti Saikkonen|psa958
Q15450313|Jürgen Wolters|pwo76
Q11981001|Kjetil Storesletten|pst4
Q16766470|Isabel Schnabel|psc48
Q18206849|Ravi Kanbur|pka712
Q1770204|Martin Hellwig|phe118
Q19996416|Michael Wolf|pwo206
Q1486628|Jess Benhabib|pbe53
Q2344808|Stephen J. Turnovsky|ptu5
Q19897826|Hervé Moulin|pmo321
Q20036006|Lorraine Eden|ped11
Q20807008|Eric Bond|pbo305
Q21266384|David de la Croix|pde44
Q21552574|Joyce P. Jacobsen|pja50
Q21693572|Carolyn Heinrich|phe348
Q21264534|Rachel Griffith|pgr70
